transcribe.onset,transcribe.offset,transcribe.source,transcribe.content,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7
1154112,00:19:14.112,m,yes,0,,,,,,0,,,,,,,
1154700,00:19:14.700,m,momma is washing the grapes,2,momma,grapes,,,,0,,,,,,,
1155872,00:19:15.872,m,wait,0,,,,,,0,,,,,,,
1165792,00:19:25.792,m,no,0,,,,,,0,,,,,,,
1166566,00:19:26.566,m,you dont need to take the seeds out,1,seeds,,,,,1,you,,,,,,
1167618,00:19:27.618,m,I don't even think they have seeds,1,seeds,,,,,2,i,they,,,,,
1169300,00:19:29.300,m,they are seedless,0,,,,,,1,they,,,,,,
1171935,00:19:31.935,m,you can pick it off,0,,,,,,2,you,it,,,,,
1172431,00:19:32.431,m,you can pick it off the xxx yourself,0,,,,,,3,you,it,yourself,,,,
1175894,00:19:35.894,m,pull,0,,,,,,0,,,,,,,
1176452,00:19:36.452,m,pull,0,,,,,,0,,,,,,,
1177471,00:19:37.471,m,pull hard,0,,,,,,0,,,,,,,
1182216,00:19:42.216,m,okay here,0,,,,,,0,,,,,,,
1182682,00:19:42.682,m,let me help you,0,,,,,,2,me,you,,,,,
1186138,00:19:46.138,m,wait,0,,,,,,0,,,,,,,
1187782,00:19:47.782,m,there is no pits,1,pits,,,,,0,,,,,,,
1188618,00:19:48.618,m,there is seeds,1,seeds,,,,,0,,,,,,,
1189146,00:19:49.146,m,but don't put the whole thing in your mouth,2,thing,mouth,,,,1,your,,,,,,
1192427,00:19:52.427,m,wait,0,,,,,,0,,,,,,,
1198194,00:19:58.194,m,[laugh],0,,,,,,0,,,,,,,
1202232,00:20:02.232,m,if we leave them out they won't be as cold,0,,,,,,3,we,them,they,,,,
1204246,00:20:04.246,m,I know you dont like fruit cold xxx,1,fruit,,,,,2,i,you,,,,,
1218538,00:20:18.538,m,xxx,0,,,,,,0,,,,,,,
1223719,00:20:23.719,m,that's a grape,1,grape,,,,,1,that,,,,,,
1224549,00:20:24.549,m,are they a little hard?,0,,,,,,1,they,,,,,,
1227124,00:20:27.124,m,a little bit,1,bit,,,,,0,,,,,,,
1228268,00:20:28.268,m,are they a little sweet?,0,,,,,,1,they,,,,,,
1231184,00:20:31.184,m,you can have more,0,,,,,,1,you,,,,,,
1232393,00:20:32.393,m,try to pull it up,0,,,,,,1,iy,,,,,,
1238969,00:20:38.969,m,good job,0,,,,,,0,,,,,,,
1242866,00:20:42.866,m,okay,0,,,,,,0,,,,,,,
1243270,00:20:43.270,m,pull that up,0,,,,,,1,that,,,,,,
1243890,00:20:43.890,m,that's the stem,1,stem,,,,,1,that,,,,,,
1245455,00:20:45.455,m,pull it up,0,,,,,,1,it,,,,,,
1247847,00:20:47.847,m,here,0,,,,,,0,,,,,,,
1251042,00:20:51.42,m,it's hard,0,,,,,,1,it,,,,,,
1252096,00:20:52.96,m,here,0,,,,,,0,,,,,,,
1264586,00:21:04.586,m,momma is getting this glove to pour the tea,3,momma,glove,tea,,,1,this,,,,,,
1268028,00:21:08.28,m,this is very hot,0,,,,,,1,this,,,,,,
1282491,00:21:22.491,m,careful,0,,,,,,0,,,,,,,
1284015,00:21:24.15,m,don't put the whole thing in your mouth honey,3,thing,mouth,honey,,,1,your,,,,,,
1289356,00:21:29.356,m,are you done with the cereal now?,1,cereal,,,,,1,you,,,,,,
1291835,00:21:31.835,m,no?,0,,,,,,0,,,,,,,
1293045,00:21:33.45,m,is getting kind of mushy,0,,,,,,0,,,,,,,
1295717,00:21:35.717,m,throw it out,0,,,,,,1,it,,,,,,
1296212,00:21:36.212,m,I think its time,1,time,,,,,1,i,,,,,,
1311714,00:21:51.714,m,you had a good weekend honey?,2,weekend,honey,,,,1,you,,,,,,
1314131,00:21:54.131,m,what did you do this weekend?,1,weekend,,,,,1,you,,,,,,
1315183,00:21:55.183,m,with momma and daddy,2,momma,daddy,,,,0,,,,,,,
1318591,00:21:58.591,m,this one?,1,one,,,,,1,this,,,,,,
1324968,00:22:04.968,m,let me put it out for you,0,,,,,,3,me,it,you,,,,
1326426,00:22:06.426,m,xxx,0,,,,,,0,,,,,,,
1333600,00:22:13.600,m,mom rinse it again,1,mom,,,,,1,it,,,,,,
1335892,00:22:15.892,m,it's a little,0,,,,,,1,it,,,,,,
1338104,00:22:18.104,m,dirty,0,,,,,,0,,,,,,,
1349386,00:22:29.386,m,you have too much in your mouth,1,mouth,,,,,2,you,your,,,,,
1354746,00:22:34.746,m,xxx,0,,,,,,0,,,,,,,
1355861,00:22:35.861,m,now they are clean,0,,,,,,1,they,,,,,,
1361051,00:22:41.51,m,honey,1,honey,,,,,0,,,,,,,
1361376,00:22:41.376,m,chew,0,,,,,,0,,,,,,,
1361576,00:22:41.576,m,chew,0,,,,,,0,,,,,,,
1362089,00:22:42.89,m,chew though,0,,,,,,0,,,,,,,
1363949,00:22:43.949,m,and swallow before you put more in your mouth,1,mouth,,,,,2,you,your,,,,,
1365650,00:22:45.650,m,chew,0,,,,,,0,,,,,,,
1365964,00:22:45.964,m,chew,0,,,,,,0,,,,,,,
1366367,00:22:46.367,m,chew,0,,,,,,0,,,,,,,
1367014,00:22:47.14,m,wait,0,,,,,,0,,,,,,,
1367294,00:22:47.294,m,wait,0,,,,,,0,,,,,,,
1367976,00:22:47.976,m,ay,0,,,,,,0,,,,,,,
1368321,00:22:48.321,m,ay,0,,,,,,0,,,,,,,
1369119,00:22:49.119,m,wait,0,,,,,,0,,,,,,,
1369303,00:22:49.303,m,wait,0,,,,,,0,,,,,,,
1370794,00:22:50.794,m,are you doing?,0,,,,,,1,you,,,,,,
1372138,00:22:52.138,m,okay,0,,,,,,0,,,,,,,
1372541,00:22:52.541,m,bite,0,,,,,,0,,,,,,,
1385002,00:23:05.2,m,you can have more,0,,,,,,1,you,,,,,,
1385774,00:23:05.774,m,here,0,,,,,,0,,,,,,,
1391519,00:23:11.519,m,here,0,,,,,,0,,,,,,,
1394502,00:23:14.502,m,a little one,1,one,,,,,0,,,,,,,
1403489,00:23:23.489,m,good job,0,,,,,,0,,,,,,,
1407554,00:23:27.554,m,good job,0,,,,,,0,,,,,,,
1410375,00:23:30.375,m,you know what kind of milk that is?,2,kind,milk,,,,,,,,,,,
1412668,00:23:32.668,m,what kind?,1,kind,,,,,0,,,,,,,
1414496,00:23:34.496,m,that is almond milk,2,almond,milk,,,,,,,,,,,
1422961,00:23:42.961,m,momma drinks milk?,2,momma,milk,,,,0,,,,,,,
1424698,00:23:44.698,m,yeah momma drinks milk,2,momma,milk,,,,0,,,,,,,
1431735,00:23:51.735,m,you would like some milk?,1,milk,,,,,1,you,,,,,,
1433688,00:23:53.688,m,regular milk?,1,milk,,,,,0,,,,,,,
1438498,00:23:58.498,m,okay,0,,,,,,0,,,,,,,
1438781,00:23:58.781,m,well,0,,,,,,0,,,,,,,
1441040,00:24:01.40,m,why you don't eat some fruit first?,1,fruit,,,,,1,you,,,,,,
1447586,00:24:07.586,m,that's a little baby grape,1,grape,,,,,1,that,,,,,,
1450984,00:24:10.984,m,baby grape,1,grape,,,,,0,,,,,,,
1455424,00:24:15.424,m,that's a baby grape,1,grape,,,,,1,that,,,,,,
1456135,00:24:16.135,m,that you can get back xxx,0,,,,,,1,that,,,,,,
1457102,00:24:17.102,m,or you can eat it,0,,,,,,2,you,it,,,,,
1460077,00:24:20.77,m,baby,1,baby,,,,,0,,,,,,,
1460694,00:24:20.694,m,yes,0,,,,,,0,,,,,,,
1463427,00:24:23.427,m,mmm,0,,,,,,0,,,,,,,
1465380,00:24:25.380,m,thank you,0,,,,,,1,you,,,,,,
1469347,00:24:29.347,m,you want more?,0,,,,,,1,you,,,,,,
1473156,00:24:33.156,m,you just want to handle them?,0,,,,,,2,you,them,,,,,
1477735,00:24:37.735,m,I see,0,,,,,,1,i,,,,,,
1480130,00:24:40.130,m,you have big piece,1,piece,,,,,1,you,,,,,,
1483125,00:24:43.125,m,wow,0,,,,,,0,,,,,,,
1486252,00:24:46.252,m,you can have more,0,,,,,,1,you,,,,,,
1491898,00:24:51.898,m,how about some food?,1,food,,,,,0,,,,,,,
1492736,00:24:52.736,m,you want some yogurt?,1,yogurt,,,,,1,you,,,,,,
1496796,00:24:56.796,m,no yogurt or fruit,1,yogurt,fruit,,,,0,,,,,,,
1498807,00:24:58.807,m,okay,0,,,,,,0,,,,,,,
1502362,00:25:02.362,m,milky,0,,,,,,0,,,,,,,
1504228,00:25:04.228,m,here,0,,,,,,0,,,,,,,
1509987,00:25:09.987,m,what do you doing with your toes?,1,toes,,,,,2,you,your,,,,,
1512867,00:25:12.867,m,oh honey,1,honey,,,,,0,,,,,,,
1513740,00:25:13.740,m,you pulled that off?,0,,,,,,2,you,that,,,,,
1515724,00:25:15.724,m,why?,0,,,,,,0,,,,,,,
1518652,00:25:18.652,m,you want momma to cut your toe nails?,1,momma,toenails,,,,2,you,your,,,,,
1543983,00:25:43.983,m,no more grapes,1,grapes,,,,,0,,,,,,,
1545376,00:25:45.376,m,okay,0,,,,,,0,,,,,,,
1545966,00:25:45.966,m,you don't have to have anymore,0,,,,,,1,you,,,,,,
1547841,00:25:47.841,m,lets put them away,0,,,,,,1,them,,,,,,
1549951,00:25:49.951,m,your momma is gonna take her tea bag out,2,momma,teabag,,,,2,your,her,,,,,
1551375,00:25:51.375,m,you want to help squeeze a lemon in?,1,lemon,,,,,1,you,,,,,,
1553171,00:25:53.171,m,like you did this morning,1,morning,,,,,2,you,this,,,,,
1555219,00:25:55.219,m,okay,0,,,,,,0,,,,,,,
1557484,00:25:57.484,m,that's a big piece,1,piece,,,,,1,that,,,,,,
1569238,00:26:09.238,m,are you taking the seeds out?,1,seeds,,,,,1,you,,,,,,
1571596,00:26:11.596,m,squeeze,0,,,,,,0,,,,,,,
1571623,00:26:11.623,m,squeeze,0,,,,,,0,,,,,,,
1571829,00:26:11.829,m,squeeze,0,,,,,,0,,,,,,,
1572539,00:26:12.539,m,but watch out,0,,,,,,0,,,,,,,
1573212,00:26:13.212,m,the cup is hot,1,cup,,,,,0,,,,,,,
1574975,00:26:14.975,m,squeeze,0,,,,,,0,,,,,,,
1575413,00:26:15.413,m,squeeze,0,,,,,,0,,,,,,,
1575755,00:26:15.755,m,squeeze,0,,,,,,0,,,,,,,
1579041,00:26:19.41,m,good job,0,,,,,,0,,,,,,,
1580092,00:26:20.92,m,here,0,,,,,,0,,,,,,,
1580713,00:26:20.713,m,can momma help you?,1,momma,,,,,1,you,,,,,,
1586912,00:26:26.912,m,good job,0,,,,,,0,,,,,,,
1595835,00:26:35.835,m,is too big,0,,,,,,0,,,,,,,
1596266,00:26:36.266,m,okay,0,,,,,,0,,,,,,,
1596486,00:26:36.486,m,here,0,,,,,,0,,,,,,,
1597548,00:26:37.548,m,that is a good point,1,point,,,,,1,that,,,,,,
1598602,00:26:38.602,m,it would be easier to squeeze if I cut it,0,,,,,,3,it,i,it,,,,
1600248,00:26:40.248,m,here,0,,,,,,0,,,,,,,
1606982,00:26:46.982,m,here I'll take the seed,1,seed,,,,,1,i,,,,,,
1608975,00:26:48.975,m,and this seed,1,seed,,,,,1,this,,,,,,
1614029,00:26:54.29,m,[laugh],0,,,,,,0,,,,,,,
1614649,00:26:54.649,m,you go like this,0,,,,,,2,you,this,,,,,
1615362,00:26:55.362,m,hold the end,1,end,,,,,0,,,,,,,
1616569,00:26:56.569,m,see this is the grind,1,grind,,,,,1,this,,,,,,
1617685,00:26:57.685,m,hold that,0,,,,,,1,that,,,,,,
1618337,00:26:58.337,m,and squeeze like this,0,,,,,,1,this,,,,,,
1619827,00:26:59.827,m,whoah,0,,,,,,0,,,,,,,
1621964,00:27:01.964,m,xxx,0,,,,,,0,,,,,,,
1623360,00:27:03.360,m,can you try?,0,,,,,,1,you,,,,,,
1630709,00:27:10.709,m,you can put it in,0,,,,,,2,you,it,,,,,
1632102,00:27:12.102,m,oh,0,,,,,,0,,,,,,,
1634956,00:27:14.956,m,you put it in,0,,,,,,2,you,it,,,,,
1635821,00:27:15.821,m,it went popped,0,,,,,,1,it,,,,,,
1638426,00:27:18.426,m,oh,0,,,,,,0,,,,,,,
1639078,00:27:19.78,m,is it burning your finger?,1,finger,,,,,2,it,your,,,,,
1640720,00:27:20.720,m,okay,0,,,,,,0,,,,,,,
1641341,00:27:21.341,m,hear,0,,,,,,0,,,,,,,
1641974,00:27:21.974,m,that's from the lemon juice,1,lemonjuice,,,,,1,that,,,,,,
1644112,00:27:24.112,m,you have a little cut,1,cut,,,,,1,you,,,,,,
1646004,00:27:26.4,m,should we rinse your hands?,1,hands,,,,,2,we,your,,,,,
1648362,00:27:28.362,m,come on,0,,,,,,0,,,,,,,
1650532,00:27:30.532,m,you have a little cut,1,cut,,,,,1,you,,,,,,
1652326,00:27:32.326,m,bubbles,1,bubbles,,,,,0,,,,,,,
1658032,00:27:38.32,m,other hand,1,hand,,,,,0,,,,,,,
1662431,00:27:42.431,m,xxx,0,,,,,,0,,,,,,,
1664169,00:27:44.169,m,it burns?,0,,,,,,1,it,,,,,,
1665842,00:27:45.842,m,yeah,0,,,,,,0,,,,,,,
1669254,00:27:49.254,m,is that better?,0,,,,,,1,that,,,,,,
1673219,00:27:53.219,m,better?,0,,,,,,0,,,,,,,
1676384,00:27:56.384,m,it burn,0,,,,,,1,it,,,,,,
1676973,00:27:56.973,m,I know honey,1,honey,,,,,1,i,,,,,,
1677408,00:27:57.408,m,because lemon is acidic,1,lemon,,,,,0,,,,,,,
1680260,00:28:00.260,m,and it hurts if it gets in your cuts,1,cuts,,,,,3,it,it,your,,,,
1682377,00:28:02.377,m,but I cleanse them out,0,,,,,,2,i,them,,,,,
1689531,00:28:09.531,m,right,0,,,,,,0,,,,,,,
1692073,00:28:12.73,m,momma is gonna have honey,2,momma,honey,,,,0,,,,,,,
1696046,00:28:16.46,m,it still hurts?,0,,,,,,1,it,,,,,,
1698088,00:28:18.88,m,which finger?,1,finger,,,,,0,,,,,,,
1700374,00:28:20.374,m,that finger,1,finger,,,,,1,that,,,,,,
1703131,00:28:23.131,m,maybe we should use,0,,,,,,1,we,,,,,,
1703833,00:28:23.833,m,you want to use some soap?,1,soap,,,,,1,you,,,,,,
1706372,00:28:26.372,m,that may help get the lemon out,1,lemon,,,,,1,that,,,,,,
1709472,00:28:29.472,m,here,0,,,,,,0,,,,,,,
1714555,00:28:34.555,m,lemon is burning sometimes if you have a cut,2,lemon,cut,,,,1,you,,,,,,
1722405,00:28:42.405,m,I am gonna put soap on it,1,soap,,,,,2,i,it,,,,,
1723757,00:28:43.757,m,to try to get the lemon off the cut,2,lemon,cut,,,,0,,,,,,,
1730640,00:28:50.640,m,is that better?,0,,,,,,1,that,,,,,,
1732466,00:28:52.466,m,okay,0,,,,,,0,,,,,,,
1738514,00:28:58.514,m,you got a cut,1,cut,,,,,1,you,,,,,,
1744438,00:29:04.438,m,okay,0,,,,,,0,,,,,,,
1747332,00:29:07.332,m,take out your bib,1,bib,,,,,1,your,,,,,,
1748106,00:29:08.106,m,okay,0,,,,,,0,,,,,,,
1748572,00:29:08.572,m,good job,0,,,,,,0,,,,,,,
1754554,00:29:14.554,m,okay,0,,,,,,0,,,,,,,
1756477,00:29:16.477,m,yes baby?,1,baby,,,,,0,,,,,,,
1760382,00:29:20.382,m,momma is right here,1,momma,,,,,0,,,,,,,
1761948,00:29:21.948,m,you are okay,0,,,,,,1,you,,,,,,
1766042,00:29:26.42,m,the milk is dripping,1,milk,,,,,0,,,,,,,
1769144,00:29:29.144,m,yeah is dripping,0,,,,,,0,,,,,,,
1771131,00:29:31.131,m,this cup is always dripping,1,cup,,,,,1,this,,,,,,
1774693,00:29:34.693,m,you wanna play toys?,1,toys,,,,,1,you,,,,,,
1776490,00:29:36.490,m,okay,0,,,,,,0,,,,,,,
1777111,00:29:37.111,m,let momma put some honey in her tea,3,momma,honey,tea,,,1,her,,,,,,
1796026,00:29:56.26,m,mommy is coming with you,1,mommy,,,,,1,you,,,,,,
1797051,00:29:57.51,m,hold on,0,,,,,,0,,,,,,,
1797642,00:29:57.642,m,momma is gonna check her phone for work,3,momma,phone,work,,,1,her,,,,,,
1801300,00:30:01.300,m,oh,0,,,,,,0,,,,,,,
1811464,00:30:11.464,m,oh okay,0,,,,,,0,,,,,,,
1812273,00:30:12.273,m,that's good,0,,,,,,1,that,,,,,,
1815590,00:30:15.590,m,hold on a second baby girl,3,second,baby,girl,,,0,,,,,,,
1822221,00:30:22.221,m,daddy is on a train you know,2,daddy,train,,,,1,you,,,,,,
1824780,00:30:24.780,m,to Washington DC,1,washingtondc,,,,,0,,,,,,,
1831122,00:30:31.122,m,Emilia,1,emilia,,,,,0,,,,,,,
1844351,00:30:44.351,m,you are over there,0,,,,,,1,you,,,,,,
1846258,00:30:46.258,m,what's what?,0,,,,,,0,,,,,,,
1846781,00:30:46.781,m,you wanna xxx,0,,,,,,1,you,,,,,,
1851053,00:30:51.53,m,a camera honey,2,camera,honey,,,,0,,,,,,,
1858559,00:30:58.559,m,honey why you keep taking this changing pad out?,2,honey,changingpad,,,,2,you,this,,,,,
1863394,00:31:03.394,m,can I put it back?,0,,,,,,2,i,it,,,,,
1865161,00:31:05.161,m,why not?,0,,,,,,0,,,,,,,
1868232,00:31:08.232,m,why not?,0,,,,,,0,,,,,,,
1871051,00:31:11.51,m,are you gonna change Stella's diaper?,2,stella,diaper,,,,1,you,,,,,,
1872862,00:31:12.862,m,where is Stella?,1,stella,,,,,0,,,,,,,
1875774,00:31:15.774,m,you are gonna change xxx diaper?,1,diaper,,,,,1,you,,,,,,
1877819,00:31:17.819,m,okay,0,,,,,,0,,,,,,,
1888039,00:31:28.39,m,she doesn't have a poo?,1,poo,,,,,1,she,,,,,,
1889367,00:31:29.367,m,no,0,,,,,,0,,,,,,,
1889802,00:31:29.802,m,is it just wet?,0,,,,,,1,it,,,,,,
1892843,00:31:32.843,m,it was just wet,0,,,,,,1,it,,,,,,
1896192,00:31:36.192,m,put xxx a new diaper,1,diaper,,,,,0,,,,,,,
1898113,00:31:38.113,m,okay,0,,,,,,0,,,,,,,
1898828,00:31:38.828,m,did you change it?,0,,,,,,1,it,,,,,,
1900964,00:31:40.964,m,all clean?,0,,,,,,0,,,,,,,
1902762,00:31:42.762,m,and dry?,0,,,,,,0,,,,,,,
1907070,00:31:47.70,m,oh baby pooped?,1,baby,,,,,0,,,,,,,
1909022,00:31:49.22,m,[laugh],0,,,,,,0,,,,,,,
1912794,00:31:52.794,m,all clean,0,,,,,,0,,,,,,,
1916021,00:31:56.21,m,oh baby pooped too?,1,baby,,,,,0,,,,,,,
1919522,00:31:59.522,m,everybody is pooping,0,,,,,,0,,,,,,,
1925293,00:32:05.293,m,what about Stella?,1,stella,,,,,0,,,,,,,
1925942,00:32:05.942,m,where is Stella?,1,stella,,,,,0,,,,,,,
1928763,00:32:08.763,m,and doggy,1,doggy,,,,,0,,,,,,,
1930958,00:32:10.958,m,doggy doesn't wear diaper though,2,doggy,diaper,,,,0,,,,,,,
1933703,00:32:13.703,m,no,0,,,,,,0,,,,,,,
1937169,00:32:17.169,m,momma change her?,1,momma,,,,,1,her,,,,,,
1938544,00:32:18.544,m,change who?,0,,,,,,0,,,,,,,
1940919,00:32:20.919,m,Stella,1,stella,,,,,0,,,,,,,
1942843,00:32:22.843,m,can you find Stella for me?,1,stella,,,,,2,you,me,,,,,
1946065,00:32:26.65,m,oh,0,,,,,,0,,,,,,,
1947339,00:32:27.339,m,I think that,0,,,,,,2,i,that,,,,,
1948211,00:32:28.211,m,you put Stella in the stroller?,2,stella,stroller,,,,1,you,,,,,,
1951124,00:32:31.124,m,oh no,0,,,,,,0,,,,,,,
1951768,00:32:31.768,m,there is Stella,1,stella,,,,,0,,,,,,,
1954312,00:32:34.312,m,okay,0,,,,,,0,,,,,,,
1954990,00:32:34.990,m,momma will change Stella's diaper,3,momma,stella,diaper,,,0,,,,,,,
1959916,00:32:39.916,m,okay,0,,,,,,0,,,,,,,
1960755,00:32:40.755,m,momma change Stella's diaper,3,momma,stella,diaper,,,0,,,,,,,
1962238,00:32:42.238,m,oh,0,,,,,,0,,,,,,,
1963541,00:32:43.541,m,oh look at this,0,,,,,,1,this,,,,,,
1964717,00:32:44.717,m,is it wet?,0,,,,,,1,it,,,,,,
1967520,00:32:47.520,m,it's all wet,0,,,,,,1,it,,,,,,
1968004,00:32:48.4,m,okay,0,,,,,,0,,,,,,,
1968571,00:32:48.571,m,we'll take the diaper off,1,diaper,,,,,1,we,,,,,,
1969687,00:32:49.687,m,always throw it out,0,,,,,,1,it,,,,,,
1971296,00:32:51.296,m,put a new diaper on,1,diaper,,,,,0,,,,,,,
1973217,00:32:53.217,m,here,0,,,,,,0,,,,,,,
1975450,00:32:55.450,m,all clean,0,,,,,,0,,,,,,,
1978513,00:32:58.513,m,change the poop again?,1,poop,,,,,0,,,,,,,
1980874,00:33:00.874,m,Stella pooped rigth after I changed her?,1,stella,,,,,2,i,her,,,,,
1982227,00:33:02.227,m,oh my goodness,0,,,,,,0,,,,,,,
1983747,00:33:03.747,m,oh,0,,,,,,0,,,,,,,
1984331,00:33:04.331,m,oh Stella is stinky,1,stella,,,,,0,,,,,,,
1985043,00:33:05.43,m,stinky,0,,,,,,0,,,,,,,
1987588,00:33:07.588,m,[laugh],0,,,,,,0,,,,,,,
1988298,00:33:08.298,m,okay,0,,,,,,0,,,,,,,
1988889,00:33:08.889,m,here you go,0,,,,,,1,you,,,,,,
1991551,00:33:11.551,m,again?,0,,,,,,0,,,,,,,
1994088,00:33:14.88,m,how many times Stella is gonna poop?,1,stella,,,,,0,,,,,,,
1996492,00:33:16.492,m,[sound effect],0,,,,,,0,,,,,,,
1998321,00:33:18.321,m,[sound effect],0,,,,,,0,,,,,,,
2001793,00:33:21.793,m,she wants a wipe?,1,wipe,,,,,1,she,,,,,,
2003789,00:33:23.789,m,okay,0,,,,,,0,,,,,,,
2004436,00:33:24.436,m,lets take a wipe,1,wipe,,,,,0,,,,,,,
2005120,00:33:25.120,m,out,0,,,,,,0,,,,,,,
2005896,00:33:25.896,m,here is a wipe,1,wipe,,,,,0,,,,,,,
2007257,00:33:27.257,m,wipe,0,,,,,,0,,,,,,,
2007694,00:33:27.694,m,wipe,0,,,,,,0,,,,,,,
2007973,00:33:27.973,m,wipe,0,,,,,,0,,,,,,,
2009056,00:33:29.56,m,now throw it out,0,,,,,,1,it,,,,,,
2014389,00:33:34.389,m,another wipe?,1,wipe,,,,,0,,,,,,,
2016717,00:33:36.717,m,okay,0,,,,,,0,,,,,,,
2017302,00:33:37.302,m,here there is another wipe,1,wipe,,,,,0,,,,,,,
2018452,00:33:38.452,m,another wipe,1,wipe,,,,,0,,,,,,,
2018945,00:33:38.945,m,I am gonna wipe her face a little bit,1,face,,,,,2,i,her,,,,,
2020902,00:33:40.902,m,[sound effect],0,,,,,,0,,,,,,,
2021673,00:33:41.673,m,and then we will throw it out,0,,,,,,2,we,it,,,,,
2025722,00:33:45.722,m,oh,0,,,,,,0,,,,,,,
2026160,00:33:46.160,m,another wipe?,1,wipe,,,,,0,,,,,,,
2028453,00:33:48.453,m,[laugh],0,,,,,,0,,,,,,,
2028981,00:33:48.981,m,good job,0,,,,,,0,,,,,,,
2032514,00:33:52.514,m,can you put the changing pad away now?,1,changingpad,,,,,1,you,,,,,,
2034948,00:33:54.948,m,no,0,,,,,,0,,,,,,,
2036716,00:33:56.716,m,what?,0,,,,,,0,,,,,,,
2039676,00:33:59.676,m,Stella is very dirty I guess,1,stella,,,,,1,i,,,,,,
2043058,00:34:03.58,m,all done?,0,,,,,,0,,,,,,,
2050961,00:34:10.961,m,the face?,1,face,,,,,0,,,,,,,
2053861,00:34:13.861,m,and the head,1,head,,,,,0,,,,,,,
2062077,00:34:22.77,m,oh you are gonna wipe over there too?,0,,,,,,1,you,,,,,,
2064556,00:34:24.556,m,the windows?,1,windows,,,,,0,,,,,,,
2070635,00:34:30.635,m,you are gonna wipe that,0,,,,,,2,you,that,,,,,
2072506,00:34:32.506,m,the couch,1,couch,,,,,0,,,,,,,
2076004,00:34:36.4,m,be careful with mommas tea,2,momma,tea,,,,0,,,,,,,
2076935,00:34:36.935,m,is hot,0,,,,,,0,,,,,,,
2080996,00:34:40.996,m,and the table,1,table,,,,,0,,,,,,,
2089278,00:34:49.278,m,in the back?,1,back,,,,,0,,,,,,,
2092279,00:34:52.279,m,oh back there,0,,,,,,0,,,,,,,
2093365,00:34:53.365,m,you are gonna wipe there?,0,,,,,,1,you,,,,,,
2095787,00:34:55.787,m,very good,0,,,,,,0,,,,,,,
2099132,00:34:59.132,m,you wipe here,0,,,,,,1,you,,,,,,
2106240,00:35:06.240,m,and the table,1,table,,,,,0,,,,,,,
2109867,00:35:09.867,m,yeah,0,,,,,,0,,,,,,,
2110364,00:35:10.364,m,that's a glass that had mommas water in it,3,glass,momma,water,,,1,that,,,,,,
2118600,00:35:18.600,m,change another poop?,1,poop,,,,,0,,,,,,,
2120868,00:35:20.868,m,momma is just a poop changing factory?,3,momma,poop,factory,,,0,,,,,,,
2126388,00:35:26.388,m,change the poop right now?,1,poop,,,,,0,,,,,,,
2130265,00:35:30.265,m,whose poop do I change?,1,poop,,,,,1,i,,,,,,
2135965,00:35:35.965,m,oh xxx is clean,0,,,,,,0,,,,,,,
2137022,00:35:37.22,m,okay,0,,,,,,0,,,,,,,
2138293,00:35:38.293,m,okay,0,,,,,,0,,,,,,,
2139437,00:35:39.437,m,oh Stella has a problem,2,stella,problem,,,,0,,,,,,,
2141580,00:35:41.580,m,oh wipe wipe wipe,0,,,,,,0,,,,,,,
2142540,00:35:42.540,m,and then lets put some cream,1,cream,,,,,0,,,,,,,
2144754,00:35:44.754,m,[sound effect],0,,,,,,0,,,,,,,
2146080,00:35:46.80,m,cream,0,,,,,,0,,,,,,,
2146422,00:35:46.422,m,cream,0,,,,,,0,,,,,,,
2146635,00:35:46.635,m,cream,0,,,,,,0,,,,,,,
2146862,00:35:46.862,m,cream,0,,,,,,0,,,,,,,
2147042,00:35:47.42,m,cream,0,,,,,,0,,,,,,,
2149582,00:35:49.582,m,wrap up the diaper,1,diaper,,,,,0,,,,,,,
2156339,00:35:56.339,m,again?,0,,,,,,0,,,,,,,
2157767,00:35:57.767,m,change the poop again?,1,poop,,,,,0,,,,,,,
2160792,00:36:00.792,m,cream and diaper,2,cream,diaper,,,,0,,,,,,,
2161589,00:36:01.589,m,okay,0,,,,,,0,,,,,,,
2163696,00:36:03.696,m,take out the dirty diaper,1,diaper,,,,,0,,,,,,,
2165493,00:36:05.493,m,will throw it out,0,,,,,,1,it,,,,,,
2167009,00:36:07.9,m,take a wipe,1,wipe,,,,,0,,,,,,,
2168777,00:36:08.777,m,clean it up,0,,,,,,1,it,,,,,,
2170636,00:36:10.636,m,and look at the cream,1,cream,,,,,0,,,,,,,
2171237,00:36:11.237,m,xxx,0,,,,,,0,,,,,,,
2171671,00:36:11.671,m,xxx,0,,,,,,0,,,,,,,
2172630,00:36:12.630,m,put some cream on her butt,2,cream,butt,,,,1,her,,,,,,
2174058,00:36:14.58,m,and then we will,0,,,,,,1,we,,,,,,
2175731,00:36:15.731,m,put the clean diaper on,1,diaper,,,,,0,,,,,,,
2179759,00:36:19.759,m,and xxx,0,,,,,,0,,,,,,,
2183264,00:36:23.264,m,another poop?,1,poop,,,,,0,,,,,,,
2185868,00:36:25.868,m,how many poops?,1,poop,,,,,0,,,,,,,
2188472,00:36:28.472,m,put the cream and the diaper,2,cream,diaper,,,,0,,,,,,,
2189526,00:36:29.526,m,okay honey,1,honey,,,,,0,,,,,,,
