Timestamp (ms),Timestamp,Speaker,Transcript,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7
2496518,00:41:36.518,m,oh my god,0,,,,,,0,,,,,,,
2497130,00:41:37.130,m,another puzzle,1,puzzle,,,,,0,,,,,,,
2501754,00:41:41.754,m,mommy's gonna do a puzzle,2,mommy,puzzle,,,,0,,,,,,,
2524024,00:42:04.24,m,look it's a meow meow,1,meowmeow,,,,,1,it,,,,,,
2525656,00:42:05.656,m,meow,0,,,,,,0,,,,,,,
2527560,00:42:07.560,m,meow,0,,,,,,0,,,,,,,
2564654,00:42:44.654,m,[name] where's your baby?,1,baby,,,,,1,your,,,,,,
2567952,00:42:47.952,m,do you see baby Coco?,1,babycoco,,,,,1,you,,,,,,
2570910,00:42:50.910,m,I don't see baby Coco,1,babycoco,,,,,1,i,,,,,,
2582198,00:43:02.198,m,it's your hairpin,1,hairpin,,,,,2,it,your,,,,,
2582708,00:43:02.708,m,can mommy put it in your hair?,2,mommy,hair,,,,2,it,your,,,,,
2594914,00:43:14.914,m,you know what we can do later?,0,,,,,,2,you,we,,,,,
2596682,00:43:16.682,m,TiTi's gonna come over,1,titi,,,,,0,,,,,,,
2598178,00:43:18.178,m,and she's gonna play with you,0,,,,,,2,she,you,,,,,
2599572,00:43:19.572,m,read you stories,1,stories,,,,,1,you,,,,,,
2600626,00:43:20.626,m,you don't like that?,0,,,,,,2,you,that,,,,,
2601952,00:43:21.952,m,we gotta get your hair out of your face,2,hair,face,,,,3,we,your,your,,,,
2603992,00:43:23.992,m,and later on today we can go to the park,1,park,,,,,1,we,,,,,,
2620754,00:43:40.754,m,oh thank you,0,,,,,,1,you,,,,,,
2629526,00:43:49.526,m,do you wanna put your hair up?,1,hair,,,,,2,you,your,,,,,
2631668,00:43:51.668,m,do you wanna put your hair up in a hairband,2,hair,hairband,,,,2,you,your,,,,,
2634116,00:43:54.116,m,[adult babble],0,,,,,,0,,,,,,,
2634898,00:43:54.898,m,like this?,0,,,,,,0,,,,,,,
2706468,00:45:06.468,m,do you wanna kick the ball?,1,ball,,,,,1,you,,,,,,
2707352,00:45:07.352,m,let's kick the ball,1,ball,,,,,0,,,,,,,
2708780,00:45:08.780,m,okay,0,,,,,,0,,,,,,,
2710174,00:45:10.174,m,okay,0,,,,,,0,,,,,,,
2711426,00:45:11.426,m,xxx,0,,,,,,0,,,,,,,
2713574,00:45:13.574,m,ouchie,0,,,,,,0,,,,,,,
2716192,00:45:16.192,m,ouchie,0,,,,,,0,,,,,,,
2718640,00:45:18.640,m,ouch,0,,,,,,0,,,,,,,
2720884,00:45:20.884,m,okay,0,,,,,,0,,,,,,,
2721496,00:45:21.496,m,that's gonna cut,0,,,,,,1,that,,,,,,
2722754,00:45:22.754,m,if you wanna keep it there you can,0,,,,,,2,you,it,,,,,
2724046,00:45:24.46,m,but it's gonna cut off your circulation,1,circulation,,,,,2,it,your,,,,,
2728500,00:45:28.500,m,[adult babble],0,,,,,,0,,,,,,,
2752946,00:45:52.946,m,[laughing],0,,,,,,0,,,,,,,
2765696,00:46:05.696,m,oh thank you,0,,,,,,1,you,,,,,,
2768008,00:46:08.8,m,[adult babble],0,,,,,,0,,,,,,,
2775896,00:46:15.896,m,you wanna take the stroller for a ride?,2,stroller,ride,,,,1,you,,,,,,
2788374,00:46:28.374,m,honey do you want yogurt?,2,honey,yogurt,,,,1,you,,,,,,
2795140,00:46:35.140,m,mmm,0,,,,,,0,,,,,,,
2796262,00:46:36.262,m,I think it's too early for you to eat anyway,0,,,,,,3,i,it,you,,,,
2808638,00:46:48.638,m,I don't know,0,,,,,,1,i,,,,,,
2809454,00:46:49.454,m,[adult babble],0,,,,,,0,,,,,,,
2811086,00:46:51.86,m,[adult babble],0,,,,,,0,,,,,,,
2811630,00:46:51.630,m,where did it go?,0,,,,,,0,,,,,,,
2822884,00:47:02.884,m,uh oh,0,,,,,,0,,,,,,,
2827406,00:47:07.406,m,uh oh,0,,,,,,0,,,,,,,
2828256,00:47:08.256,m,it fell,0,,,,,,0,,,,,,,
2841176,00:47:21.176,m,yeah?,0,,,,,,0,,,,,,,
2855014,00:47:35.14,m,yeah baby,1,baby,,,,,0,,,,,,,
2857802,00:47:37.802,m,oh you want me to get the ball for you?,1,ball,,,,,3,you,me,you,,,,
2859842,00:47:39.842,m,okay,0,,,,,,0,,,,,,,
2863480,00:47:43.480,m,okay we might need to get a broom,1,broom,,,,,1,we,,,,,,
2866812,00:47:46.812,m,I think I can reach it,0,,,,,,3,i,i,it,,,,
2868920,00:47:48.920,m,oh your bottle's under there too,1,bottle,,,,,1,your,,,,,,
2870688,00:47:50.688,m,let's go wash that,0,,,,,,1,that,,,,,,
2872728,00:47:52.728,m,okay baby I'm gonna wash your bottle out,2,baby,bottle,,,,2,i,your,,,,,
2965242,00:49:25.242,m,okay,0,,,,,,0,,,,,,,
2966092,00:49:26.92,m,I have to go to the bathroom,1,bathroom,,,,,1,i,,,,,,
2996590,00:49:56.590,m,okay,0,,,,,,0,,,,,,,
2998120,00:49:58.120,m,come on baby,1,baby,,,,,0,,,,,,,
2998630,00:49:58.630,m,we're gonna go to the bathroom,1,bathroom,,,,,1,we,,,,,,
3000024,00:50:00.24,m,come on mommy has to go to the bathroom,2,mommy,bathroom,,,,0,,,,,,,
3001350,00:50:01.350,m,let's go,0,,,,,,0,,,,,,,
3152548,00:52:32.548,m,it's not too hot,0,,,,,,1,it,,,,,,
3157036,00:52:37.36,m,xxx we don't have to wash your hands right now,1,hands,,,,,2,we,your,,,,,
3158906,00:52:38.906,m,but we can,0,,,,,,1,we,,,,,,
3159620,00:52:39.620,m,why not,0,,,,,,0,,,,,,,
3166182,00:52:46.182,m,washing xxx,0,,,,,,0,,,,,,,
3168732,00:52:48.732,m,wash those hands,1,hands,,,,,1,those,,,,,,
3173928,00:52:53.928,m,ch ch ch,0,,,,,,0,,,,,,,
3174036,00:52:54.36,m,we're gonna wash your hands,1,hands,,,,,2,we,your,,,,,
3177572,00:52:57.572,m,wash your hands,1,hands,,,,,1,your,,,,,,
3180836,00:53:00.836,m,xxx,0,,,,,,0,,,,,,,
3182638,00:53:02.638,m,okay xxx,0,,,,,,0,,,,,,,
3183590,00:53:03.590,m,right there,0,,,,,,0,,,,,,,
3185324,00:53:05.324,m,thank you,0,,,,,,1,you,,,,,,
3190560,00:53:10.560,m,xxx,0,,,,,,0,,,,,,,
3192702,00:53:12.702,m,yeah,0,,,,,,0,,,,,,,
3193280,00:53:13.280,m,that xxx hand,1,hand,,,,,1,that,,,,,,
3195694,00:53:15.694,m,xxx,0,,,,,,0,,,,,,,
3201712,00:53:21.712,m,that's your towel honey,2,towel,honey,,,,2,that,your,,,,,
3203480,00:53:23.480,m,yeah,0,,,,,,0,,,,,,,
3203888,00:53:23.888,m,we have to rinse your other hand,1,hand,,,,,2,we,your,,,,,
3209056,00:53:29.56,m,okay come here,0,,,,,,0,,,,,,,
3210586,00:53:30.586,m,over here,0,,,,,,0,,,,,,,
3212350,00:53:32.350,m,come here,0,,,,,,0,,,,,,,
3212864,00:53:32.864,m,we gotta rinse this hand,1,hand,,,,,2,we,this,,,,,
3215686,00:53:35.686,m,wash,0,,,,,,0,,,,,,,
3217012,00:53:37.12,m,can I have this hand please?,1,hand,,,,,2,i,this,,,,,
3218269,00:53:38.269,m,can I borrow it?,0,,,,,,2,i,it,,,,,
3219324,00:53:39.324,m,can I please borrow your hand please,1,hand,,,,,2,i,your,,,,,
3222486,00:53:42.486,m,let me borrow your hand,1,hand,,,,,2,me,your,,,,,
3225240,00:53:45.240,m,you wanna have soap on your hand?,2,soap,hand,,,,2,you,your,,,,,
3228028,00:53:48.28,m,no?,0,,,,,,0,,,,,,,
3228436,00:53:48.436,m,but you do,0,,,,,,1,you,,,,,,
3229388,00:53:49.388,m,you do have soap on your hand,2,soap,hand,,,,2,you,your,,,,,
3232108,00:53:52.108,m,you have soap,1,soap,,,,,1,you,,,,,,
3232652,00:53:52.652,m,you have a soapy hand,1,hand,,,,,1,you,,,,,,
3234250,00:53:54.250,m,can we please rinse it?,0,,,,,,2,we,it,,,,,
3235916,00:53:55.916,m,please?,0,,,,,,0,,,,,,,
3237276,00:53:57.276,m,please?,0,,,,,,0,,,,,,,
3237854,00:53:57.854,m,come here,0,,,,,,0,,,,,,,
3239384,00:53:59.384,m,honey we have to wash your hands,2,honey,hands,,,,2,we,your,,,,,
3240710,00:54:00.710,m,come on,0,,,,,,0,,,,,,,
3242240,00:54:02.240,m,you have soap all over your hand,2,soap,hand,,,,2,you,your,,,,,
3245300,00:54:05.300,m,come on,0,,,,,,0,,,,,,,
3248632,00:54:08.632,m,yes,0,,,,,,0,,,,,,,
3249618,00:54:09.618,m,please,0,,,,,,0,,,,,,,
3251420,00:54:11.420,m,it'll be really quick,0,,,,,,1,it,,,,,,
3254344,00:54:14.344,m,okay,0,,,,,,0,,,,,,,
3254820,00:54:14.820,m,if you wanna have,0,,,,,,1,you,,,,,,
3255908,00:54:15.908,m,soapy hands that's fine with me,1,hands,,,,,2,that,me,,,,,
3259580,00:54:19.580,m,okay,0,,,,,,0,,,,,,,
3263932,00:54:23.932,m,okay come here,0,,,,,,0,,,,,,,
3265020,00:54:25.20,m,xxx,0,,,,,,0,,,,,,,
3270562,00:54:30.562,m,did you do poopy?,1,poopy,,,,,1,you,,,,,,
3272976,00:54:32.976,m,no,0,,,,,,0,,,,,,,
3273384,00:54:33.384,m,I don't think you did,0,,,,,,2,i,you,,,,,
3278671,00:54:38.671,m,[lip trill],0,,,,,,0,,,,,,,
3281000,00:54:41.0,m,[lip trill],0,,,,,,0,,,,,,,
3283244,00:54:43.244,m,[lip trill],0,,,,,,0,,,,,,,
3298782,00:54:58.782,m,[adult babble],0,,,,,,0,,,,,,,
3306194,00:55:06.194,m,[laughing],0,,,,,,0,,,,,,,
3317448,00:55:17.448,m,you want an orange?,1,orange,,,,,1,you,,,,,,
3320406,00:55:20.406,m,you want an orange?,1,orange,,,,,1,you,,,,,,
3335366,00:55:35.366,m,if you take the label off can you please give it to mommy?,2,label,mommy,,,,3,you,you,it,,,,
3340942,00:55:40.942,m,can you give that to mommy please?,1,mommy,,,,,2,you,that,,,,,
3343152,00:55:43.152,m,yeah it's a label,1,label,,,,,1,it,,,,,,
3347742,00:55:47.742,m,you can play with it,0,,,,,,2,you,it,,,,,
3348626,00:55:48.626,m,but if it ends up in your mouth I take it away okay?,1,mouth,,,,,3,it,your,i,it,,,
3371610,00:56:11.610,m,you could put it on me,0,,,,,,3,you,it,me,,,,
3374806,00:56:14.806,m,or you could put it on you,0,,,,,,3,you,it,you,,,,
3382660,00:56:22.660,m,ooh,0,,,,,,0,,,,,,,
3383612,00:56:23.612,m,beautiful,0,,,,,,0,,,,,,,
3388372,00:56:28.372,m,xxx what's this?,0,,,,,,1,this,,,,,,
3393812,00:56:33.812,m,did you get a bite?,1,bite,,,,,1,you,,,,,,
3395240,00:56:35.240,m,what is that?,0,,,,,,1,that,,,,,,
3425092,00:57:05.92,m,[adult babble],0,,,,,,0,,,,,,,
3433116,00:57:13.116,m,xxx your pillows,1,pillows,,,,,1,your,,,,,,
3434306,00:57:14.306,m,[adult babble],0,,,,,,0,,,,,,,
3437876,00:57:17.876,m,[snoring sound],0,,,,,,0,,,,,,,
3442568,00:57:22.568,m,ah it's your pillow,1,pillow,,,,,2,it,your,,,,,
3444472,00:57:24.472,m,your pillow,1,pillow,,,,,1,your,,,,,,
3447872,00:57:27.872,m,oh sleepy time,0,,,,,,0,,,,,,,
3451476,00:57:31.476,m,that's your ball,1,ball,,,,,2,that,your,,,,,
3453652,00:57:33.652,m,that's yours,0,,,,,,2,that,yours,,,,,
3454332,00:57:34.332,m,do you want it?,0,,,,,,2,you,it,,,,,
3455318,00:57:35.318,m,okay,0,,,,,,0,,,,,,,
3456236,00:57:36.236,m,okay,0,,,,,,0,,,,,,,
3469224,00:57:49.224,m,[gasp],0,,,,,,0,,,,,,,
3470312,00:57:50.312,m,who's coming,0,,,,,,0,,,,,,,
3480240,00:58:00.240,m,oh,0,,,,,,0,,,,,,,
3540352,00:59:00.352,m,it's okay honey,1,honey,,,,,1,it,,,,,,
3541270,00:59:01.270,m,he's working,0,,,,,,1,he,,,,,,
3542494,00:59:02.494,m,we'll see him later on,0,,,,,,2,we,him,,,,,
3544417,00:59:04.417,m,when he's done working,0,,,,,,1,he,,,,,,
3545180,00:59:05.180,m,we're gonna go to the park later okay?,1,park,,,,,1,we,,,,,,
3548138,00:59:08.138,m,I know,0,,,,,,1,i,,,,,,
3550416,00:59:10.416,m,I know,0,,,,,,1,i,,,,,,
3552898,00:59:12.898,m,I know,0,,,,,,1,i,,,,,,
3554122,00:59:14.122,m,I know,0,,,,,,1,i,,,,,,
3555448,00:59:15.448,m,I know,0,,,,,,1,i,,,,,,
3557896,00:59:17.896,m,what?,0,,,,,,0,,,,,,,
3562588,00:59:22.588,m,what are you pointing at?,0,,,,,,1,you,,,,,,
3566872,00:59:26.872,m,did you say George?,1,george,,,,,1,you,,,,,,
3574216,00:59:34.216,m,can you please stop biting on that?,0,,,,,,2,you,that,,,,,
3576834,00:59:36.834,m,thank you,0,,,,,,1,you,,,,,,
3582920,00:59:42.920,m,oh,0,,,,,,0,,,,,,,
3583294,00:59:43.294,m,I'm sorry,0,,,,,,1,i,,,,,,
3595058,00:59:55.58,m,okay,0,,,,,,0,,,,,,,
3595772,00:59:55.772,m,we have to change your diaper,1,diaper,,,,,2,we,your,,,,,
3598152,00:59:58.152,m,alright,0,,,,,,0,,,,,,,
3621408,01:00:21.408,m,come on,0,,,,,,0,,,,,,,
3632526,01:00:32.526,m,xxx let's change your diaper,1,diaper,,,,,1,your,,,,,,
3634668,01:00:34.668,m,okay,0,,,,,,0,,,,,,,
3644018,01:00:44.18,m,xxx,0,,,,,,0,,,,,,,
3653878,01:00:53.878,m,did you do caca?,1,caca,,,,,1,you,,,,,,
3657992,01:00:57.992,m,come,0,,,,,,0,,,,,,,
3659556,01:00:59.556,m,come here,0,,,,,,0,,,,,,,
3660270,01:01:00.270,m,please,0,,,,,,0,,,,,,,
3660678,01:01:00.678,m,we have to change your diaper,1,diaper,,,,,2,we,your,,,,,
3661970,01:01:01.970,m,come on,0,,,,,,0,,,,,,,
3662548,01:01:02.548,m,let's change your diaper,1,diaper,,,,,1,your,,,,,,
3664690,01:01:04.690,m,[grunt],0,,,,,,0,,,,,,,
3668362,01:01:08.362,m,[grunt],0,,,,,,0,,,,,,,
3707394,01:01:47.394,m,come on,0,,,,,,0,,,,,,,
3713990,01:01:53.990,m,ooh,0,,,,,,0,,,,,,,
3715649,01:01:55.649,m,xxx,0,,,,,,0,,,,,,,
3744726,01:02:24.726,m,can you be careful with that please?,0,,,,,,2,you,that,,,,,
3746936,01:02:26.936,m,that's not a toy,1,toy,,,,,1,that,,,,,,
3787464,01:03:07.464,m,that's grandma's walker,1,grandmaswalker,,,,,1,that,,,,,,
3793516,01:03:13.516,m,oh thank you,0,,,,,,1,you,,,,,,
3794876,01:03:14.876,m,thank you,0,,,,,,1,you,,,,,,
3797324,01:03:17.324,m,okay I'll just put on your diaper okay?,1,diaper,,,,,2,i,your,,,,,
3818234,01:03:38.234,m,hey,0,,,,,,0,,,,,,,
3820682,01:03:40.682,m,you know what baby?,1,baby,,,,,1,you,,,,,,
3821702,01:03:41.702,m,that's really not safe okay?,0,,,,,,1,that,,,,,,
3824048,01:03:44.48,m,can you please don't do that?,0,,,,,,2,you,that,,,,,
3826768,01:03:46.768,m,[sigh],0,,,,,,0,,,,,,,
3829828,01:03:49.828,m,okay you know what honey?,1,honey,,,,,1,you,,,,,,
3831833,01:03:51.833,m,ah okay [sighing],0,,,,,,0,,,,,,,
3844618,01:04:04.618,m,baby I have to wash my hands,2,baby,hands,,,,2,i,my,,,,,
3847338,01:04:07.338,m,okay I don't want your fingers to get caught in that,1,fingers,,,,,3,i,your,that,,,,
3870016,01:04:30.16,m,I have to go wash my hands,1,hands,,,,,2,i,my,,,,,
3871886,01:04:31.886,m,can you please come down?,0,,,,,,1,you,,,,,,
3875830,01:04:35.830,m,okay,0,,,,,,0,,,,,,,
3878278,01:04:38.278,m,alright come here,0,,,,,,0,,,,,,,
3967664,01:06:07.664,m,[laughing],0,,,,,,0,,,,,,,
3968956,01:06:08.956,m,can you hop like a bunny?,1,bunny,,,,,1,you,,,,,,
3971302,01:06:11.302,m,[adult babble],0,,,,,,0,,,,,,,
3974056,01:06:14.56,m,[laughing],0,,,,,,0,,,,,,,
3976402,01:06:16.402,m,xxx we did the hopping like a bunny thing?,2,bunny,thing,,,,1,we,,,,,,
3979635,01:06:19.635,m,oh I bet that tastes great,0,,,,,,2,i,that,,,,,
3992416,01:06:32.416,m,do you learn how to,0,,,,,,1,you,,,,,,
3993436,01:06:33.436,m,did you,0,,,,,,1,you,,,,,,
3993844,01:06:33.844,m,do you hop at school?,1,school,,,,,1,you,,,,,,
4010980,01:06:50.980,m,come on,0,,,,,,0,,,,,,,
4011490,01:06:51.490,m,gotta get your pants on,1,pants,,,,,1,your,,,,,,
4014890,01:06:54.890,m,can we get your pants on please?,1,pants,,,,,2,we,your,,,,,
4018392,01:06:58.392,m,okay,0,,,,,,0,,,,,,,
4018902,01:06:58.902,m,come here,0,,,,,,0,,,,,,,
4123384,01:08:43.384,m,no,0,,,,,,0,,,,,,,
4125390,01:08:45.390,m,you want yogurt?,1,yogurt,,,,,1,you,,,,,,
4128586,01:08:48.586,m,okay honey you can't eat it out here,1,honey,,,,,2,you,it,,,,,
4130762,01:08:50.762,m,can I feed her yogurt?,1,yogurt,,,,,2,i,her,,,,,
4132462,01:08:52.462,m,okay,0,,,,,,0,,,,,,,
4133652,01:08:53.652,m,come on,0,,,,,,0,,,,,,,
4134060,01:08:54.60,m,let's go,0,,,,,,0,,,,,,,
4134638,01:08:54.638,m,honey you're gonna get it all over grandma's sofa,2,honey,grandmassofa,,,,2,you,it,,,,,
4144804,01:09:04.804,m,oh my god,0,,,,,,0,,,,,,,
4145484,01:09:05.484,m,you can open the yogurt,1,yogurt,,,,,1,you,,,,,,
4147116,01:09:07.116,m,very good,0,,,,,,0,,,,,,,
4148578,01:09:08.578,m,is that a baby?,1,baby,,,,,1,that,,,,,,
4150720,01:09:10.720,m,is that baby?,1,baby,,,,,1,that,,,,,,
4152488,01:09:12.488,m,yeah it's a little baby,1,baby,,,,,1,it,,,,,,
4154460,01:09:14.460,m,look,0,,,,,,0,,,,,,,
4155174,01:09:15.174,m,see the baby?,1,baby,,,,,0,,,,,,,
4157894,01:09:17.894,m,it's a baby,1,baby,,,,,1,it,,,,,,
4158370,01:09:18.370,m,you want some yogurt?,1,yogurt,,,,,1,you,,,,,,
4159764,01:09:19.764,m,kay we gotta eat in there,0,,,,,,1,we,,,,,,
4175574,01:09:35.574,m,did you put that in your mouth?,1,mouth,,,,,3,you,that,your,,,,
4180742,01:09:40.742,m,sorry baby,1,baby,,,,,0,,,,,,,
4181660,01:09:41.660,m,I don't want you to put that in your mouth okay?,1,mouth,,,,,4,i,you,that,your,,,
4200904,01:10:00.904,m,you want yogurt?,1,yogurt,,,,,1,you,,,,,,
4201788,01:10:01.788,m,come here,0,,,,,,0,,,,,,,
4213824,01:10:13.824,m,yeah?,0,,,,,,0,,,,,,,
4216680,01:10:16.680,m,come here,0,,,,,,0,,,,,,,
4295764,01:11:35.764,m,you wanna sit?,0,,,,,,1,you,,,,,,
4299912,01:11:39.912,m,are you gonna sit like a big girl?,1,girl,,,,,1,you,,,,,,
4302360,01:11:42.360,m,xxx,0,,,,,,0,,,,,,,
4316266,01:11:56.266,m,can you put,0,,,,,,1,you,,,,,,
4316912,01:11:56.912,m,please don't crawl on the table,1,table,,,,,0,,,,,,,
4320210,01:12:00.210,m,just sit okay?,0,,,,,,0,,,,,,,
4320890,01:12:00.890,m,I'll sit with you,0,,,,,,2,i,you,,,,,
4325548,01:12:05.548,m,Honey,1,honey,,,,,0,,,,,,,
4329764,01:12:09.764,m,you want some orange?,1,orange,,,,,1,you,,,,,,
4331532,01:12:11.532,m,you want a slice of orange?,1,siceorange,,,,,1,you,,,,,,
4335136,01:12:15.136,m,you wanna just play with the label?,1,label,,,,,1,you,,,,,,
4336700,01:12:16.700,m,or do you want the actual orange?,1,orange,,,,,1,you,,,,,,
4357610,01:12:37.610,m,mmm,0,,,,,,0,,,,,,,
4399498,01:13:19.498,m,[adult babble],0,,,,,,0,,,,,,,
4400994,01:13:20.994,m,can you be careful?,0,,,,,,1,you,,,,,,
4402320,01:13:22.320,m,please don't fall,0,,,,,,0,,,,,,,
4413404,01:13:33.404,m,can you do me a favor?,1,favor,,,,,2,you,me,,,,,
4414458,01:13:34.458,m,and don't sit on the table,1,table,,,,,0,,,,,,,
4419558,01:13:39.558,m,xxx orange,1,orange,,,,,0,,,,,,,
4422108,01:13:42.108,m,oh my gosh,0,,,,,,0,,,,,,,
4422992,01:13:42.992,m,guess you did want an orange,1,orange,,,,,1,you,,,,,,
4434756,01:13:54.756,m,xxx [singing],0,,,,,,0,,,,,,,
4437408,01:13:57.408,m,xxx [singing],0,,,,,,0,,,,,,,
4441080,01:14:01.80,m,xxx?,0,,,,,,0,,,,,,,
4441726,01:14:01.726,m,you want bread?,1,bread,,,,,1,you,,,,,,
4443018,01:14:03.18,m,okay,0,,,,,,0,,,,,,,
4444310,01:14:04.310,m,your other bread fell on the floor,2,bread,floor,,,,1,your,,,,,,
4446282,01:14:06.282,m,xxx,0,,,,,,0,,,,,,,
4448526,01:14:08.526,m,xxx you're hungry today,0,,,,,,1,you,,,,,,
4491060,01:14:51.60,m,no honey,1,honey,,,,,0,,,,,,,
4491604,01:14:51.604,m,papa's working,1,papa,,,,,0,,,,,,,
4492454,01:14:52.454,m,come on,0,,,,,,0,,,,,,,
4502450,01:15:02.450,m,can we go out front in the yard?,1,yard,,,,,1,we,,,,,,
4504116,01:15:04.116,m,and just stay in the yard?,1,yard,,,,,0,,,,,,,
4506598,01:15:06.598,m,yeah,0,,,,,,0,,,,,,,
4507958,01:15:07.958,m,um there is a school across the street though so,2,school,street,,,,0,,,,,,,
4513942,01:15:13.942,m,oh,0,,,,,,0,,,,,,,
4514962,01:15:14.962,m,okay,0,,,,,,0,,,,,,,
4518464,01:15:18.464,m,what Alberto?,1,alberto,,,,,0,,,,,,,
4521218,01:15:21.218,m,oh yeah,0,,,,,,0,,,,,,,
4525638,01:15:25.638,m,okay you wanna go outside?,1,outside,,,,,1,you,,,,,,
4526964,01:15:26.964,m,on the front steps?,1,frontsteps,,,,,0,,,,,,,
4528902,01:15:28.902,m,okay,0,,,,,,0,,,,,,,
4529582,01:15:29.582,m,let's get your shoes,1,shoes,,,,,1,your,,,,,,
4530330,01:15:30.330,m,come on,0,,,,,,0,,,,,,,
4566982,01:16:06.982,m,okay,0,,,,,,0,,,,,,,
4567713,01:16:07.713,m,can you not xxx please?,0,,,,,,1,you,,,,,,
4571708,01:16:11.708,m,so you take xxx?,0,,,,,,0,,,,,,,
4604994,01:16:44.994,m,no don't,0,,,,,,0,,,,,,,
4606626,01:16:46.626,m,honey,1,honey,,,,,0,,,,,,,
4607136,01:16:47.136,m,sit up when you're eating,0,,,,,,1,you,,,,,,
4609414,01:16:49.414,m,kay you have to sit up,0,,,,,,1,you,,,,,,
4622402,01:17:02.402,m,okay,0,,,,,,0,,,,,,,
4646202,01:17:26.202,m,oh that's a really cool place for bread,2,coolplace,bread,,,,1,that,,,,,,
4677754,01:17:57.754,m,xxx,0,,,,,,0,,,,,,,
4677992,01:17:57.992,m,you wanna come downstairs?,1,downstairs,,,,,1,you,,,,,,
4680508,01:18:00.508,m,you wanna say hi to the fishies?,1,fishies,,,,,1,you,,,,,,
4694550,01:18:14.550,m,honey don't open that,1,honey,,,,,1,that,,,,,,
4695842,01:18:15.842,m,okay?,0,,,,,,0,,,,,,,
4696148,01:18:16.148,m,I think there's like,0,,,,,,1,i,,,,,,
4697304,01:18:17.304,m,fish,1,fish,,,,,0,,,,,,,
4699072,01:18:19.72,m,food in there,1,food,,,,,0,,,,,,,
4701010,01:18:21.10,m,that's what?,0,,,,,,1,that,,,,,,
4703424,01:18:23.424,m,that sound?,1,sound,,,,,1,that,,,,,,
4705396,01:18:25.396,m,yeah it's music,1,music,,,,,1,it,,,,,,
4709306,01:18:29.306,m,look at the fishy,1,fishy,,,,,0,,,,,,,
4710870,01:18:30.870,m,look how big he is,0,,,,,,1,he,,,,,,
4713284,01:18:33.284,m,say hi mister fishy,1,misterfishy,,,,,0,,,,,,,
4716684,01:18:36.684,m,yes,0,,,,,,0,,,,,,,
4717500,01:18:37.500,m,that's a fishy,1,fishy,,,,,1,that,,,,,,
4720050,01:18:40.50,m,he's sleeping,0,,,,,,1,he,,,,,,
4721376,01:18:41.376,m,I hope he's not dead,0,,,,,,2,i,he,,,,,
4722362,01:18:42.362,m,I think he's sleeping,0,,,,,,2,i,he,,,,,
4724096,01:18:44.96,m,and then that's um,0,,,,,,1,that,,,,,,
4725966,01:18:45.966,m,a small fishy,1,smallfishy,,,,,0,,,,,,,
4728890,01:18:48.890,m,with,0,,,,,,0,,,,,,,
4729638,01:18:49.638,m,with blue and red,2,blue,red,,,,0,,,,,,,
4732188,01:18:52.188,m,and then there's a big fishy back there,2,bigfishy,,,,,0,,,,,,,
4735758,01:18:55.758,m,you know honey I don't know what's in here,1,honey,,,,,2,you,i,,,,,
4737356,01:18:57.356,m,okay?,0,,,,,,0,,,,,,,
4737798,01:18:57.798,m,Papa's tools are in there,1,papastools,,,,,0,,,,,,,
4739226,01:18:59.226,m,please don't,0,,,,,,0,,,,,,,
4740960,01:19:00.960,m,alright xxx,0,,,,,,0,,,,,,,
4742320,01:19:02.320,m,I don't,0,,,,,,1,i,,,,,,
4742932,01:19:02.932,m,ooh no,0,,,,,,0,,,,,,,
4743850,01:19:03.850,m,that's like fishy food,1,fishyfood,,,,,1,that,,,,,,
4745754,01:19:05.754,m,okay,0,,,,,,0,,,,,,,
4748168,01:19:08.168,m,how many fishies are here?,1,fishies,,,,,0,,,,,,,
4753370,01:19:13.370,m,hi mister fishy,1,misterfishy,,,,,0,,,,,,,
4754628,01:19:14.628,m,aren't they beautiful?,0,,,,,,1,they,,,,,,
4756600,01:19:16.600,m,look at the beautiful fishies,1,fishies,,,,,0,,,,,,,
4758266,01:19:18.266,m,see them swimming?,0,,,,,,1,them,,,,,,
4763136,01:19:23.136,m,rawr that's right,0,,,,,,1,that,,,,,,
4765168,01:19:25.168,m,yeah,0,,,,,,0,,,,,,,
4768262,01:19:28.262,m,the fishy,1,fishy,,,,,0,,,,,,,
4772750,01:19:32.750,m,oh honey yeah,1,honey,,,,,0,,,,,,,
4774042,01:19:34.42,m,please don't shove your head in there,1,head,,,,,1,your,,,,,,
4789342,01:19:49.342,m,bye bye fish,1,fish,,,,,0,,,,,,,
4790158,01:19:50.158,m,you wanna go outside?,1,outside,,,,,1,you,,,,,,
4791518,01:19:51.518,m,you say bye bye fishy,1,fishy,,,,,1,you,,,,,,
4794748,01:19:54.748,m,wanna go outside?,1,outside,,,,,0,,,,,,,
4798964,01:19:58.964,m,bye bye mister fishy,1,misterfishy,,,,,0,,,,,,,
4804132,01:20:04.132,m,can you see the plants?,1,plants,,,,,1,you,,,,,,
4805390,01:20:05.390,m,this is bamboo,1,bamboo,,,,,1,this,,,,,,
4808960,01:20:08.960,m,maybe Papa put plants in there,2,papa,plants,,,,0,,,,,,,
4811714,01:20:11.714,m,for the fishies to live with,1,fishies,,,,,0,,,,,,,
